userId:0,serialNumber:T2020080220343435672533950804183,cardNumber:6212261202030400000,dealTime:20200802210217420,InOrOut:0	
userId:472,serialNumber:T2020080220343449760815722683043,cardNumber:6212261202030400472,dealTime:20200802211100497,InOrOut:1	
userId:473,serialNumber:T2020080220343449720847644762816,cardNumber:6212261202030400473,dealTime:20200802204946497,InOrOut:0	
userId:474,serialNumber:T2020080220343449780817938090209,cardNumber:6212261202030400474,dealTime:20200802212400497,InOrOut:0	
userId:475,serialNumber:T2020080220343449710887092108579,cardNumber:6212261202030400475,dealTime:20200802203621497,InOrOut:0	
userId:476,serialNumber:T2020080220343449730810827239891,cardNumber:6212261202030400476,dealTime:20200802210613497,InOrOut:1	
userId:477,serialNumber:T2020080220343449700881530542440,cardNumber:6212261202030400477,dealTime:20200802210905497,InOrOut:1	
userId:478,serialNumber:T2020080220343449750824434474103,cardNumber:6212261202030400478,dealTime:20200802213424497,InOrOut:0	
userId:479,serialNumber:T2020080220343449740849023662257,cardNumber:6212261202030400479,dealTime:20200802212822497,InOrOut:0	
userId:480,serialNumber:T2020080220343449875859254913637,cardNumber:6212261202030400480,dealTime:20200802212347498,InOrOut:1	
userId:481,serialNumber:T2020080220343449895884667314658,cardNumber:6212261202030400481,dealTime:20200802204400498,InOrOut:0	
userId:482,serialNumber:T2020080220343449865879919997880,cardNumber:6212261202030400482,dealTime:20200802205338498,InOrOut:1	
userId:483,serialNumber:T2020080220343449825842296245183,cardNumber:6212261202030400483,dealTime:20200802210302498,InOrOut:1	
userId:484,serialNumber:T2020080220343449885843353613867,cardNumber:6212261202030400484,dealTime:20200802210028498,InOrOut:0	
userId:485,serialNumber:T2020080220343449815813212972327,cardNumber:6212261202030400485,dealTime:20200802212720498,InOrOut:0	
userId:486,serialNumber:T2020080220343449835811525073613,cardNumber:6212261202030400486,dealTime:20200802205559498,InOrOut:0	
userId:487,serialNumber:T2020080220343449805869008459582,cardNumber:6212261202030400487,dealTime:20200802211616498,InOrOut:1	
userId:488,serialNumber:T2020080220343449855839792000149,cardNumber:6212261202030400488,dealTime:20200802212240499,InOrOut:0	
userId:489,serialNumber:T2020080220343449945854454353738,cardNumber:6212261202030400489,dealTime:20200802210710499,InOrOut:1	
userId:490,serialNumber:T2020080220343449974819478574347,cardNumber:6212261202030400490,dealTime:20200802205027499,InOrOut:0	
userId:491,serialNumber:T2020080220343449994852931935213,cardNumber:6212261202030400491,dealTime:20200802205832499,InOrOut:1	
userId:492,serialNumber:T2020080220343449964845371004308,cardNumber:6212261202030400492,dealTime:20200802203442499,InOrOut:1	
userId:493,serialNumber:T2020080220343449924870636213467,cardNumber:6212261202030400493,dealTime:20200802205807499,InOrOut:0	
userId:494,serialNumber:T2020080220343449984814371244582,cardNumber:6212261202030400494,dealTime:20200802211441499,InOrOut:1	
userId:495,serialNumber:T2020080220343449914883832756520,cardNumber:6212261202030400495,dealTime:20200802211715499,InOrOut:0	
userId:496,serialNumber:T2020080220343449934872062933842,cardNumber:6212261202030400496,dealTime:20200802210311499,InOrOut:1	
userId:497,serialNumber:T2020080220343450004837478102942,cardNumber:6212261202030400497,dealTime:20200802205503500,InOrOut:1	
userId:498,serialNumber:T2020080220343450054828647500764,cardNumber:6212261202030400498,dealTime:20200802211154500,InOrOut:1	
userId:499,serialNumber:T2020080220343450044850908118950,cardNumber:6212261202030400499,dealTime:20200802210837500,InOrOut:0	
userId:500,serialNumber:T2020080220343450077116585765050,cardNumber:6212261202030400500,dealTime:20200802204948500,InOrOut:1	
userId:501,serialNumber:T2020080220343450097157275865032,cardNumber:6212261202030400501,dealTime:20200802212808500,InOrOut:0	
userId:502,serialNumber:T2020080220343450067126054822149,cardNumber:6212261202030400502,dealTime:20200802204241500,InOrOut:1	
userId:503,serialNumber:T2020080220343450027149979454168,cardNumber:6212261202030400503,dealTime:20200802203721500,InOrOut:1	
userId:504,serialNumber:T2020080220343450087167597932025,cardNumber:6212261202030400504,dealTime:20200802213318500,InOrOut:0	
userId:505,serialNumber:T2020080220343450017116498530549,cardNumber:6212261202030400505,dealTime:20200802213414500,InOrOut:1	
userId:506,serialNumber:T2020080220343450137175801799397,cardNumber:6212261202030400506,dealTime:20200802212308501,InOrOut:0	
userId:507,serialNumber:T2020080220343450107133186684409,cardNumber:6212261202030400507,dealTime:20200802211736501,InOrOut:0	
userId:508,serialNumber:T2020080220343450157135145167082,cardNumber:6212261202030400508,dealTime:20200802204842501,InOrOut:1	
userId:509,serialNumber:T2020080220343450147122608569703,cardNumber:6212261202030400509,dealTime:20200802204649501,InOrOut:0	
userId:510,serialNumber:T2020080220343450179178678081666,cardNumber:6212261202030400510,dealTime:20200802204033501,InOrOut:1	
userId:511,serialNumber:T2020080220343450299167679546388,cardNumber:6212261202030400511,dealTime:20200802203604502,InOrOut:0	
userId:512,serialNumber:T2020080220343450269131757423427,cardNumber:6212261202030400512,dealTime:20200802212847502,InOrOut:0	
userId:513,serialNumber:T2020080220343450329142723308878,cardNumber:6212261202030400513,dealTime:20200802204359503,InOrOut:0	
userId:514,serialNumber:T2020080220343450389137119022792,cardNumber:6212261202030400514,dealTime:20200802210933503,InOrOut:0	
userId:515,serialNumber:T2020080220343450319126013843249,cardNumber:6212261202030400515,dealTime:20200802210911503,InOrOut:1	
userId:516,serialNumber:T2020080220343450339168052271582,cardNumber:6212261202030400516,dealTime:20200802210853503,InOrOut:1	
userId:517,serialNumber:T2020080220343450309125488848495,cardNumber:6212261202030400517,dealTime:20200802203815503,InOrOut:1	
userId:518,serialNumber:T2020080220343450359149351143013,cardNumber:6212261202030400518,dealTime:20200802213251503,InOrOut:0	
userId:519,serialNumber:T2020080220343450449113883451891,cardNumber:6212261202030400519,dealTime:20200802210123504,InOrOut:0	
userId:520,serialNumber:T2020080220343450476134868479724,cardNumber:6212261202030400520,dealTime:20200802203648504,InOrOut:0	
userId:521,serialNumber:T2020080220343450496175732324270,cardNumber:6212261202030400521,dealTime:20200802210919504,InOrOut:0	
userId:522,serialNumber:T2020080220343450466176123262069,cardNumber:6212261202030400522,dealTime:20200802204321504,InOrOut:0	
userId:523,serialNumber:T2020080220343450426119053834538,cardNumber:6212261202030400523,dealTime:20200802205940504,InOrOut:0	
userId:524,serialNumber:T2020080220343450486170331428710,cardNumber:6212261202030400524,dealTime:20200802204209505,InOrOut:1	
userId:525,serialNumber:T2020080220343450516180739947448,cardNumber:6212261202030400525,dealTime:20200802213432505,InOrOut:1	
userId:526,serialNumber:T2020080220343450536178225836831,cardNumber:6212261202030400526,dealTime:20200802211453505,InOrOut:0	
userId:527,serialNumber:T2020080220343450506157021459006,cardNumber:6212261202030400527,dealTime:20200802204904505,InOrOut:1	
userId:528,serialNumber:T2020080220343450556154346550360,cardNumber:6212261202030400528,dealTime:20200802204345505,InOrOut:1	
userId:529,serialNumber:T2020080220343450546163019151391,cardNumber:6212261202030400529,dealTime:20200802204928505,InOrOut:0	
userId:530,serialNumber:T2020080220343450572169783609976,cardNumber:6212261202030400530,dealTime:20200802211725505,InOrOut:0	
userId:531,serialNumber:T2020080220343450592178349294379,cardNumber:6212261202030400531,dealTime:20200802212326505,InOrOut:0	
userId:532,serialNumber:T2020080220343450562179807635571,cardNumber:6212261202030400532,dealTime:20200802203830505,InOrOut:0	
userId:533,serialNumber:T2020080220343450522173077518086,cardNumber:6212261202030400533,dealTime:20200802211808505,InOrOut:0	
userId:534,serialNumber:T2020080220343450682149228644416,cardNumber:6212261202030400534,dealTime:20200802204043506,InOrOut:1	
userId:535,serialNumber:T2020080220343450612110764686329,cardNumber:6212261202030400535,dealTime:20200802205313506,InOrOut:1	
userId:536,serialNumber:T2020080220343450632174161683001,cardNumber:6212261202030400536,dealTime:20200802204018506,InOrOut:0	
userId:537,serialNumber:T2020080220343450602185293323431,cardNumber:6212261202030400537,dealTime:20200802211822506,InOrOut:0	
userId:538,serialNumber:T2020080220343450652169023070741,cardNumber:6212261202030400538,dealTime:20200802203832506,InOrOut:1	
userId:539,serialNumber:T2020080220343450642146840900801,cardNumber:6212261202030400539,dealTime:20200802210232506,InOrOut:1	
userId:540,serialNumber:T2020080220343450678145342143669,cardNumber:6212261202030400540,dealTime:20200802203723506,InOrOut:1	
userId:541,serialNumber:T2020080220343450698156701509847,cardNumber:6212261202030400541,dealTime:20200802211244506,InOrOut:0	
userId:542,serialNumber:T2020080220343450668143523227649,cardNumber:6212261202030400542,dealTime:20200802213126506,InOrOut:1	
userId:543,serialNumber:T2020080220343450728130885362620,cardNumber:6212261202030400543,dealTime:20200802210507507,InOrOut:0	
userId:544,serialNumber:T2020080220343450788150169802085,cardNumber:6212261202030400544,dealTime:20200802204548507,InOrOut:0	
userId:545,serialNumber:T2020080220343450718183852344013,cardNumber:6212261202030400545,dealTime:20200802212740507,InOrOut:0	
userId:546,serialNumber:T2020080220343450738126025218786,cardNumber:6212261202030400546,dealTime:20200802210647507,InOrOut:0	
userId:547,serialNumber:T2020080220343450708174829651638,cardNumber:6212261202030400547,dealTime:20200802210242507,InOrOut:1	
userId:548,serialNumber:T2020080220343450758118020900180,cardNumber:6212261202030400548,dealTime:20200802211711507,InOrOut:1	
userId:549,serialNumber:T2020080220343450748120450968094,cardNumber:6212261202030400549,dealTime:20200802210610507,InOrOut:0	
userId:550,serialNumber:T2020080220343450871125324330996,cardNumber:6212261202030400550,dealTime:20200802211542508,InOrOut:1	
userId:551,serialNumber:T2020080220343450891115325559221,cardNumber:6212261202030400551,dealTime:20200802203914508,InOrOut:0	
userId:552,serialNumber:T2020080220343450861132176052648,cardNumber:6212261202030400552,dealTime:20200802212449508,InOrOut:0	
userId:553,serialNumber:T2020080220343450821132231209923,cardNumber:6212261202030400553,dealTime:20200802211744508,InOrOut:1	
userId:554,serialNumber:T2020080220343450881139114448214,cardNumber:6212261202030400554,dealTime:20200802204406508,InOrOut:1	
userId:555,serialNumber:T2020080220343450811154522854181,cardNumber:6212261202030400555,dealTime:20200802212630508,InOrOut:1	
userId:556,serialNumber:T2020080220343450831137245874975,cardNumber:6212261202030400556,dealTime:20200802205953508,InOrOut:0	
userId:557,serialNumber:T2020080220343450801113394957743,cardNumber:6212261202030400557,dealTime:20200802211243508,InOrOut:0	
userId:558,serialNumber:T2020080220343450851137794885818,cardNumber:6212261202030400558,dealTime:20200802213433508,InOrOut:1	
userId:559,serialNumber:T2020080220343450941181515355294,cardNumber:6212261202030400559,dealTime:20200802204235509,InOrOut:1	
userId:560,serialNumber:T2020080220343450973165639074147,cardNumber:6212261202030400560,dealTime:20200802205600509,InOrOut:0	
userId:561,serialNumber:T2020080220343450993110759200695,cardNumber:6212261202030400561,dealTime:20200802210605509,InOrOut:1	
userId:562,serialNumber:T2020080220343450963110624735718,cardNumber:6212261202030400562,dealTime:20200802203819509,InOrOut:1	
userId:563,serialNumber:T2020080220343450923144625666642,cardNumber:6212261202030400563,dealTime:20200802204045509,InOrOut:1	
userId:564,serialNumber:T2020080220343450983177030799965,cardNumber:6212261202030400564,dealTime:20200802205104509,InOrOut:0	
userId:565,serialNumber:T2020080220343450913123472814137,cardNumber:6212261202030400565,dealTime:20200802213032509,InOrOut:1	
userId:566,serialNumber:T2020080220343450933125833286119,cardNumber:6212261202030400566,dealTime:20200802204519509,InOrOut:1	
userId:567,serialNumber:T2020080220343450903151414611077,cardNumber:6212261202030400567,dealTime:20200802211213509,InOrOut:1	
userId:568,serialNumber:T2020080220343451053184088456943,cardNumber:6212261202030400568,dealTime:20200802204410510,InOrOut:1	
userId:569,serialNumber:T2020080220343451043143424920397,cardNumber:6212261202030400569,dealTime:20200802205059510,InOrOut:1	
userId:570,serialNumber:T2020080220343451070183613114423,cardNumber:6212261202030400570,dealTime:20200802204809510,InOrOut:1	
userId:571,serialNumber:T2020080220343451090131064678383,cardNumber:6212261202030400571,dealTime:20200802205313510,InOrOut:0	
userId:572,serialNumber:T2020080220343451060127891751397,cardNumber:6212261202030400572,dealTime:20200802205105510,InOrOut:1	
userId:573,serialNumber:T2020080220343451020175214959589,cardNumber:6212261202030400573,dealTime:20200802210827510,InOrOut:0	
userId:574,serialNumber:T2020080220343451080134158787204,cardNumber:6212261202030400574,dealTime:20200802203701510,InOrOut:1	
userId:575,serialNumber:T2020080220343451010151873771903,cardNumber:6212261202030400575,dealTime:20200802205004510,InOrOut:0	
userId:576,serialNumber:T2020080220343451030165936005268,cardNumber:6212261202030400576,dealTime:20200802213336510,InOrOut:1	
userId:577,serialNumber:T2020080220343451000169481766949,cardNumber:6212261202030400577,dealTime:20200802205218510,InOrOut:0	
userId:578,serialNumber:T2020080220343451050133459092773,cardNumber:6212261202030400578,dealTime:20200802205145510,InOrOut:0	
userId:579,serialNumber:T2020080220343451040157855359014,cardNumber:6212261202030400579,dealTime:20200802204531510,InOrOut:0	
userId:580,serialNumber:T2020080220343451175129037304857,cardNumber:6212261202030400580,dealTime:20200802212534511,InOrOut:0	
userId:581,serialNumber:T2020080220343451195130223015283,cardNumber:6212261202030400581,dealTime:20200802211655511,InOrOut:1	
userId:582,serialNumber:T2020080220343451165110106403695,cardNumber:6212261202030400582,dealTime:20200802213049511,InOrOut:0	
userId:583,serialNumber:T2020080220343451125151277777534,cardNumber:6212261202030400583,dealTime:20200802213101511,InOrOut:1	
userId:584,serialNumber:T2020080220343451185131248322171,cardNumber:6212261202030400584,dealTime:20200802211341511,InOrOut:1	
userId:585,serialNumber:T2020080220343451115139689568401,cardNumber:6212261202030400585,dealTime:20200802203939511,InOrOut:1	
userId:586,serialNumber:T2020080220343451135168183362860,cardNumber:6212261202030400586,dealTime:20200802212616511,InOrOut:1	
userId:587,serialNumber:T2020080220343451105110469755889,cardNumber:6212261202030400587,dealTime:20200802211321511,InOrOut:0	
userId:588,serialNumber:T2020080220343451155178060928325,cardNumber:6212261202030400588,dealTime:20200802211506511,InOrOut:0	
userId:589,serialNumber:T2020080220343451145164288562302,cardNumber:6212261202030400589,dealTime:20200802210617511,InOrOut:0	
userId:590,serialNumber:T2020080220343451274170432372421,cardNumber:6212261202030400590,dealTime:20200802203448512,InOrOut:0	
userId:591,serialNumber:T2020080220343451294138783029838,cardNumber:6212261202030400591,dealTime:20200802205110512,InOrOut:1	
userId:592,serialNumber:T2020080220343451264129333712928,cardNumber:6212261202030400592,dealTime:20200802212542512,InOrOut:1	
userId:593,serialNumber:T2020080220343451224157756233724,cardNumber:6212261202030400593,dealTime:20200802210845512,InOrOut:1	
userId:594,serialNumber:T2020080220343451284160060770046,cardNumber:6212261202030400594,dealTime:20200802212046512,InOrOut:1	
userId:595,serialNumber:T2020080220343451214189394788115,cardNumber:6212261202030400595,dealTime:20200802210553512,InOrOut:1	
userId:596,serialNumber:T2020080220343451234144734785159,cardNumber:6212261202030400596,dealTime:20200802210112512,InOrOut:1	
userId:597,serialNumber:T2020080220343451204156644636529,cardNumber:6212261202030400597,dealTime:20200802210318512,InOrOut:1	
userId:598,serialNumber:T2020080220343451254166756326927,cardNumber:6212261202030400598,dealTime:20200802212204512,InOrOut:0	
userId:599,serialNumber:T2020080220343451244141061933633,cardNumber:6212261202030400599,dealTime:20200802210326512,InOrOut:1	
userId:600,serialNumber:T2020080220343451277387546476359,cardNumber:6212261202030400600,dealTime:20200802204759512,InOrOut:0	
userId:601,serialNumber:T2020080220343451397389629532337,cardNumber:6212261202030400601,dealTime:20200802205602513,InOrOut:0	
userId:602,serialNumber:T2020080220343451367321535253602,cardNumber:6212261202030400602,dealTime:20200802213221513,InOrOut:1	
userId:603,serialNumber:T2020080220343451327367393769863,cardNumber:6212261202030400603,dealTime:20200802205927513,InOrOut:1	
userId:604,serialNumber:T2020080220343451387351491942856,cardNumber:6212261202030400604,dealTime:20200802205434513,InOrOut:0	
userId:605,serialNumber:T2020080220343451317341844324872,cardNumber:6212261202030400605,dealTime:20200802212249513,InOrOut:0	
userId:606,serialNumber:T2020080220343451337311340833508,cardNumber:6212261202030400606,dealTime:20200802213352513,InOrOut:0	
userId:607,serialNumber:T2020080220343451307344014416250,cardNumber:6212261202030400607,dealTime:20200802205719513,InOrOut:0	
userId:608,serialNumber:T2020080220343451357354150192472,cardNumber:6212261202030400608,dealTime:20200802212208513,InOrOut:0	
userId:609,serialNumber:T2020080220343451347354744406720,cardNumber:6212261202030400609,dealTime:20200802210532513,InOrOut:0	
userId:610,serialNumber:T2020080220343451379327374087470,cardNumber:6212261202030400610,dealTime:20200802204337513,InOrOut:0	
userId:611,serialNumber:T2020080220343451499310493381562,cardNumber:6212261202030400611,dealTime:20200802213330514,InOrOut:1	
userId:612,serialNumber:T2020080220343451469370289964881,cardNumber:6212261202030400612,dealTime:20200802205726514,InOrOut:1	
userId:613,serialNumber:T2020080220343451429352836331283,cardNumber:6212261202030400613,dealTime:20200802205248514,InOrOut:1	
userId:614,serialNumber:T2020080220343451489361634088793,cardNumber:6212261202030400614,dealTime:20200802210617514,InOrOut:0	
userId:615,serialNumber:T2020080220343451419355049554036,cardNumber:6212261202030400615,dealTime:20200802212258514,InOrOut:0	
userId:616,serialNumber:T2020080220343451439323679824976,cardNumber:6212261202030400616,dealTime:20200802210346514,InOrOut:1	
userId:617,serialNumber:T2020080220343451409335172474157,cardNumber:6212261202030400617,dealTime:20200802205258514,InOrOut:0	
userId:618,serialNumber:T2020080220343451459322828835965,cardNumber:6212261202030400618,dealTime:20200802205118514,InOrOut:0	
userId:619,serialNumber:T2020080220343451449354562704851,cardNumber:6212261202030400619,dealTime:20200802205344514,InOrOut:1	
userId:620,serialNumber:T2020080220343451476316903405076,cardNumber:6212261202030400620,dealTime:20200802204525514,InOrOut:1	
userId:621,serialNumber:T2020080220343451496373281007819,cardNumber:6212261202030400621,dealTime:20200802205536515,InOrOut:0	
userId:622,serialNumber:T2020080220343451566349885135525,cardNumber:6212261202030400622,dealTime:20200802212253515,InOrOut:0	
userId:623,serialNumber:T2020080220343451526317640711815,cardNumber:6212261202030400623,dealTime:20200802204430515,InOrOut:1	
userId:624,serialNumber:T2020080220343451586325057045331,cardNumber:6212261202030400624,dealTime:20200802204211515,InOrOut:0	
userId:625,serialNumber:T2020080220343451516369371304340,cardNumber:6212261202030400625,dealTime:20200802210610515,InOrOut:0	
userId:626,serialNumber:T2020080220343451536332839675310,cardNumber:6212261202030400626,dealTime:20200802211606515,InOrOut:1	
userId:627,serialNumber:T2020080220343451506386899520816,cardNumber:6212261202030400627,dealTime:20200802212433515,InOrOut:0	
userId:628,serialNumber:T2020080220343451556380390963724,cardNumber:6212261202030400628,dealTime:20200802213221515,InOrOut:1	
userId:629,serialNumber:T2020080220343451546329467617127,cardNumber:6212261202030400629,dealTime:20200802204423515,InOrOut:0	
userId:630,serialNumber:T2020080220343451572350693273661,cardNumber:6212261202030400630,dealTime:20200802205549515,InOrOut:1	
userId:631,serialNumber:T2020080220343451592310644701896,cardNumber:6212261202030400631,dealTime:20200802204533515,InOrOut:1	
userId:632,serialNumber:T2020080220343451562329520818248,cardNumber:6212261202030400632,dealTime:20200802205737515,InOrOut:0	
userId:633,serialNumber:T2020080220343451522381124006820,cardNumber:6212261202030400633,dealTime:20200802211737515,InOrOut:1	
userId:634,serialNumber:T2020080220343451582317059627245,cardNumber:6212261202030400634,dealTime:20200802213054515,InOrOut:1	
userId:635,serialNumber:T2020080220343451512326862636827,cardNumber:6212261202030400635,dealTime:20200802212946515,InOrOut:1	
userId:636,serialNumber:T2020080220343451632315087018743,cardNumber:6212261202030400636,dealTime:20200802211837516,InOrOut:0	
userId:637,serialNumber:T2020080220343451602330104196656,cardNumber:6212261202030400637,dealTime:20200802205157516,InOrOut:1	
userId:638,serialNumber:T2020080220343451652363794951358,cardNumber:6212261202030400638,dealTime:20200802210705516,InOrOut:1	
userId:639,serialNumber:T2020080220343451642329136066640,cardNumber:6212261202030400639,dealTime:20200802203905516,InOrOut:0	
userId:640,serialNumber:T2020080220343451678334414423195,cardNumber:6212261202030400640,dealTime:20200802205225516,InOrOut:0	
userId:641,serialNumber:T2020080220343451698353966759475,cardNumber:6212261202030400641,dealTime:20200802213024516,InOrOut:0	
userId:642,serialNumber:T2020080220343451668329501932670,cardNumber:6212261202030400642,dealTime:20200802211810516,InOrOut:0	
userId:643,serialNumber:T2020080220343451628350112975707,cardNumber:6212261202030400643,dealTime:20200802210130516,InOrOut:0	
userId:644,serialNumber:T2020080220343451688312810531392,cardNumber:6212261202030400644,dealTime:20200802212930516,InOrOut:0	
userId:645,serialNumber:T2020080220343451618315668897080,cardNumber:6212261202030400645,dealTime:20200802210141516,InOrOut:1	
userId:646,serialNumber:T2020080220343451638311176970155,cardNumber:6212261202030400646,dealTime:20200802211059516,InOrOut:1	
userId:647,serialNumber:T2020080220343451608357012286757,cardNumber:6212261202030400647,dealTime:20200802212825516,InOrOut:1	
userId:648,serialNumber:T2020080220343451658343536563503,cardNumber:6212261202030400648,dealTime:20200802211645516,InOrOut:1	
userId:649,serialNumber:T2020080220343451648312028275951,cardNumber:6212261202030400649,dealTime:20200802210315516,InOrOut:1	
userId:650,serialNumber:T2020080220343451671311054097730,cardNumber:6212261202030400650,dealTime:20200802213433517,InOrOut:0	
userId:651,serialNumber:T2020080220343451791341034141392,cardNumber:6212261202030400651,dealTime:20200802213322517,InOrOut:1	
userId:652,serialNumber:T2020080220343451761353769249789,cardNumber:6212261202030400652,dealTime:20200802212559517,InOrOut:1	
userId:653,serialNumber:T2020080220343451721378898092624,cardNumber:6212261202030400653,dealTime:20200802210347517,InOrOut:0	
userId:654,serialNumber:T2020080220343451781348705848335,cardNumber:6212261202030400654,dealTime:20200802203801517,InOrOut:0	
userId:655,serialNumber:T2020080220343451711386025572597,cardNumber:6212261202030400655,dealTime:20200802203434517,InOrOut:1	
userId:656,serialNumber:T2020080220343451731363078360819,cardNumber:6212261202030400656,dealTime:20200802205424517,InOrOut:1	
userId:657,serialNumber:T2020080220343451701345212886532,cardNumber:6212261202030400657,dealTime:20200802205057517,InOrOut:0	
userId:658,serialNumber:T2020080220343451751367498279758,cardNumber:6212261202030400658,dealTime:20200802205550517,InOrOut:1	
userId:659,serialNumber:T2020080220343451741323402412760,cardNumber:6212261202030400659,dealTime:20200802211356517,InOrOut:1	
userId:660,serialNumber:T2020080220343451773339859330149,cardNumber:6212261202030400660,dealTime:20200802213340517,InOrOut:0	
userId:661,serialNumber:T2020080220343451893382964497900,cardNumber:6212261202030400661,dealTime:20200802211246518,InOrOut:1	
userId:662,serialNumber:T2020080220343451863389400980116,cardNumber:6212261202030400662,dealTime:20200802204146518,InOrOut:1	
userId:663,serialNumber:T2020080220343451823338488735583,cardNumber:6212261202030400663,dealTime:20200802203549518,InOrOut:0	
userId:664,serialNumber:T2020080220343451883332324852779,cardNumber:6212261202030400664,dealTime:20200802211151518,InOrOut:0	
userId:665,serialNumber:T2020080220343451813388213540015,cardNumber:6212261202030400665,dealTime:20200802203900518,InOrOut:0	
userId:666,serialNumber:T2020080220343451833375037595521,cardNumber:6212261202030400666,dealTime:20200802212703518,InOrOut:1	
userId:667,serialNumber:T2020080220343451803360264483614,cardNumber:6212261202030400667,dealTime:20200802203920518,InOrOut:1	
userId:668,serialNumber:T2020080220343451853359334835043,cardNumber:6212261202030400668,dealTime:20200802203758518,InOrOut:0	
userId:669,serialNumber:T2020080220343451843359414406420,cardNumber:6212261202030400669,dealTime:20200802203816518,InOrOut:1	
userId:670,serialNumber:T2020080220343451870373990452804,cardNumber:6212261202030400670,dealTime:20200802210819518,InOrOut:1	
userId:671,serialNumber:T2020080220343451890381193276931,cardNumber:6212261202030400671,dealTime:20200802212225518,InOrOut:0	
userId:672,serialNumber:T2020080220343451860367917147015,cardNumber:6212261202030400672,dealTime:20200802205634518,InOrOut:1	
userId:673,serialNumber:T2020080220343451820359283802241,cardNumber:6212261202030400673,dealTime:20200802204321518,InOrOut:0	
userId:674,serialNumber:T2020080220343451880363495370947,cardNumber:6212261202030400674,dealTime:20200802212353518,InOrOut:1	
userId:675,serialNumber:T2020080220343451810328220498769,cardNumber:6212261202030400675,dealTime:20200802210217519,InOrOut:0	
userId:676,serialNumber:T2020080220343451930383014368968,cardNumber:6212261202030400676,dealTime:20200802210139519,InOrOut:0	
userId:677,serialNumber:T2020080220343451900324992975304,cardNumber:6212261202030400677,dealTime:20200802211156519,InOrOut:0	
userId:678,serialNumber:T2020080220343451950385240810807,cardNumber:6212261202030400678,dealTime:20200802212139519,InOrOut:1	
userId:679,serialNumber:T2020080220343451940384842630440,cardNumber:6212261202030400679,dealTime:20200802212148519,InOrOut:0	
userId:680,serialNumber:T2020080220343451975317163195117,cardNumber:6212261202030400680,dealTime:20200802204444519,InOrOut:1	
userId:681,serialNumber:T2020080220343451995355355194327,cardNumber:6212261202030400681,dealTime:20200802204340519,InOrOut:0	
userId:682,serialNumber:T2020080220343451965377956455692,cardNumber:6212261202030400682,dealTime:20200802203720519,InOrOut:0	
userId:683,serialNumber:T2020080220343451925346849203151,cardNumber:6212261202030400683,dealTime:20200802204512519,InOrOut:1	
userId:684,serialNumber:T2020080220343451985373544991110,cardNumber:6212261202030400684,dealTime:20200802204526519,InOrOut:1	
userId:685,serialNumber:T2020080220343451915372327993814,cardNumber:6212261202030400685,dealTime:20200802212744519,InOrOut:1	
userId:686,serialNumber:T2020080220343452035379486715545,cardNumber:6212261202030400686,dealTime:20200802204030520,InOrOut:1	
userId:687,serialNumber:T2020080220343452005356727399274,cardNumber:6212261202030400687,dealTime:20200802211545520,InOrOut:0	
userId:688,serialNumber:T2020080220343452055370578216540,cardNumber:6212261202030400688,dealTime:20200802205256520,InOrOut:0	
userId:689,serialNumber:T2020080220343452045376512060831,cardNumber:6212261202030400689,dealTime:20200802205837520,InOrOut:0	
userId:690,serialNumber:T2020080220343452074372167125838,cardNumber:6212261202030400690,dealTime:20200802204239520,InOrOut:1	
userId:691,serialNumber:T2020080220343452094323780243672,cardNumber:6212261202030400691,dealTime:20200802205740520,InOrOut:1	
userId:692,serialNumber:T2020080220343452064372996899628,cardNumber:6212261202030400692,dealTime:20200802211103520,InOrOut:0	
userId:693,serialNumber:T2020080220343452024378955122797,cardNumber:6212261202030400693,dealTime:20200802205927520,InOrOut:0	
userId:694,serialNumber:T2020080220343452084370265594918,cardNumber:6212261202030400694,dealTime:20200802204621520,InOrOut:1	
userId:695,serialNumber:T2020080220343452014312171527164,cardNumber:6212261202030400695,dealTime:20200802204602520,InOrOut:1	
userId:696,serialNumber:T2020080220343452034318543385267,cardNumber:6212261202030400696,dealTime:20200802212717520,InOrOut:0	
userId:697,serialNumber:T2020080220343452104335954054811,cardNumber:6212261202030400697,dealTime:20200802204032521,InOrOut:0	
userId:698,serialNumber:T2020080220343452154330370485368,cardNumber:6212261202030400698,dealTime:20200802210023521,InOrOut:1	
userId:699,serialNumber:T2020080220343452144359863264031,cardNumber:6212261202030400699,dealTime:20200802204005521,InOrOut:0	
userId:700,serialNumber:T2020080220343452177046763670126,cardNumber:6212261202030400700,dealTime:20200802212724521,InOrOut:1	
userId:701,serialNumber:T2020080220343452197071988608119,cardNumber:6212261202030400701,dealTime:20200802204724521,InOrOut:1	
userId:702,serialNumber:T2020080220343452167072479703056,cardNumber:6212261202030400702,dealTime:20200802203845521,InOrOut:0	
userId:703,serialNumber:T2020080220343452127056256077030,cardNumber:6212261202030400703,dealTime:20200802203812521,InOrOut:1	
userId:704,serialNumber:T2020080220343452187019835558726,cardNumber:6212261202030400704,dealTime:20200802204351521,InOrOut:0	
userId:705,serialNumber:T2020080220343452117069847855055,cardNumber:6212261202030400705,dealTime:20200802213411521,InOrOut:1	
userId:706,serialNumber:T2020080220343452137021707542777,cardNumber:6212261202030400706,dealTime:20200802210853521,InOrOut:0	
userId:707,serialNumber:T2020080220343452107017005989470,cardNumber:6212261202030400707,dealTime:20200802204536521,InOrOut:1	
